order_item_id,order_id,product_id,quantity,unit_price
1145,388,45,4,355.95
7683,2555,17,4,203.68
3287,1112,47,2,262.03
7271,2423,88,5,393.39
3381,1142,29,2,113.11
5754,1922,10,4,397.93
618,217,53,1,228.86
5058,1693,88,6,35.35
529,183,63,3,173.83
4172,1393,90,3,344.21
8797,2910,22,2,441.76
5331,1778,56,1,41.07
6530,2180,11,1,498.72
4363,1456,100,4,382.96
3225,1091,61,6,450.64
5145,1719,68,2,401.22
5543,1853,22,3,456.72
4468,1491,39,1,358.44
7288,2428,68,3,273.07
2921,981,22,1,76.89
4340,1450,117,1,174.61
3680,1236,19,6,455.71
8236,2730,18,6,488.09
2299,786,21,4,374.84
5828,1943,42,3,468.34
2098,716,85,4,54.26
3945,1320,53,1,259.46
5726,1915,61,3,388.48
9002,2977,50,2,408.07
8487,2813,108,5,322.41
8508,2820,58,3,130.07
8076,2676,1,5,117.47
1818,622,79,2,334.92
2458,831,17,6,276.31
8600,2849,98,2,383.4
7151,2384,65,4,79.54
7325,2441,42,5,333.18
9001,2977,47,6,83.84
4579,1529,115,3,220.67
2291,783,8,1,185.96
5107,1710,112,2,451.71
7457,2484,6,4,428.91
140,47,27,3,390.41
3745,1254,4,6,481.7
7589,2526,104,4,430.77
2073,710,103,2,272.95
4034,1346,22,1,118.32
5364,1786,39,4,353.02
1197,404,96,4,412.51
506,176,46,5,224.24
24,8,89,4,293.01
8207,2720,71,2,260.99
7239,2413,84,4,444.9
4190,1399,28,2,359.3
7073,2358,20,2,84.93
1814,621,72,6,483.98
9036,2990,70,2,33.6
3021,1015,15,4,247.49
3886,1302,32,6,266.37
4683,1566,82,6,235.94
1340,459,33,1,433.13
8989,2973,56,4,75.89
1139,385,87,4,401.7
6979,2326,62,2,277.23
6121,2045,102,6,287.63
6136,2050,11,6,153.26
947,323,88,4,268.19
2090,714,116,3,227.98
2093,715,65,4,223.85
390,134,68,5,478.76
7418,2472,90,4,380.21
7817,2597,49,1,37.29
1651,562,120,2,31.54
1466,499,14,5,253.42
984,336,90,3,95.52
6091,2035,100,2,82.98
1332,457,50,2,95.31
361,124,85,3,450.94
4263,1422,2,1,228.11
8238,2730,1,3,328.1
7950,2639,47,2,290.09
7715,2563,18,2,287.47
8164,2705,73,3,200.42
1230,418,64,3,285.27
3770,1262,20,1,395.33
7182,2396,24,6,379.74
8166,2706,1,2,98.77
2726,921,14,6,337.16
5048,1691,95,1,25.27
7755,2577,72,6,348.02
673,235,113,4,37.67
7448,2482,49,2,88.81
6146,2053,115,3,341.18
3923,1313,92,1,11.62
6265,2091,70,5,426.34
7694,2558,44,3,241.96
952,324,57,1,51.29
3833,1286,42,4,376.87
7251,2416,42,3,208.55
355,122,44,1,322.94
5973,1991,20,5,495.21
3075,1039,78,5,382.19
7459,2484,102,4,401.3
6574,2198,76,2,307.83
4418,1474,16,5,306.11
8433,2795,44,2,386.86
2538,855,114,6,314.11
2859,963,54,5,485.17
9039,2991,1,6,484.89
7542,2511,92,4,52.13
7282,2426,47,4,294.83
1898,648,40,1,268.11
8534,2830,64,1,269.99
7139,2381,78,5,149.93
2055,701,93,6,482.67
5981,1993,29,6,380.59
7661,2548,67,4,3.78
5441,1817,3,4,175.57
1816,622,51,6,360.86
4342,1450,86,6,438.54
2077,710,68,5,241.65
1489,507,97,3,135.69
4350,1452,43,4,438.53
2251,769,67,1,212.87
1093,372,87,3,199.3
8500,2816,78,1,307.04
8899,2945,56,5,485.26
6830,2278,7,1,78.98
7212,2406,110,3,385.12
1904,650,120,2,454.86
8502,2818,30,3,427.04
2656,895,29,1,64.91
2614,880,64,2,8.05
8670,2871,30,3,64.52
8969,2968,16,2,355.61
3749,1256,106,4,381.84
6990,2330,110,2,348.79
3248,1098,78,2,423.16
1927,660,27,2,179.73
1317,452,11,3,421.09
1968,673,106,4,494.45
8530,2828,79,2,314.66
3111,1049,59,1,402.48
4016,1341,92,2,479.13
7071,2357,43,6,189.54
3504,1187,29,2,353.78
7836,2603,80,3,234.32
1280,434,4,2,485.94
5314,1772,65,2,497.33
302,105,100,2,394.98
3832,1286,79,5,273.46
3436,1163,33,5,468.64
1073,365,103,6,177.25
1662,565,53,6,304.05
5134,1715,48,3,241.14
7360,2452,76,2,103.18
3172,1071,15,3,457.89
2364,805,64,1,152.15
4124,1375,47,6,460.5
7897,2623,110,6,20.05
3537,1198,88,4,101.45
7778,2584,99,2,487.41
7660,2548,50,6,30.05
7883,2618,5,1,225.5
8583,2843,27,2,307.5
3330,1124,75,6,451.64
6837,2280,29,1,40.33
3009,1012,7,5,146.6
6882,2294,32,3,227.58
874,301,19,3,164.59
3919,1312,112,4,411.69
2678,902,97,3,275.6
6855,2285,37,5,179.48
5050,1691,15,1,360.59
7662,2548,26,2,356.03
8401,2785,59,3,161.35
6895,2297,36,1,192.48
6167,2060,100,5,185.31
4908,1641,19,1,209.79
3195,1081,77,2,382.09
8449,2801,27,5,328.99
7872,2616,21,3,34.22
8005,2658,20,6,401.49
4206,1406,22,6,443.42
696,242,65,2,451.34
6704,2236,63,3,451.17
8302,2753,102,2,309.63
4666,1559,115,5,395.63
5605,1875,29,6,230.25
1774,604,14,2,192.76
4851,1620,119,4,75.09
52,17,29,3,446.91
3582,1211,109,6,379.67
4848,1618,98,6,63.86
7401,2463,114,1,455.08
6338,2115,105,3,328.66
411,142,87,1,325.31
2737,923,77,1,301.75
7121,2375,19,2,170.23
6153,2056,57,1,113.44
6127,2047,55,6,305.63
2829,954,70,2,460.32
5681,1901,116,6,49.31
4769,1592,3,6,261.91
8242,2731,120,5,440.22
7175,2393,84,6,219.81
4237,1416,113,5,416.39
8168,2707,86,6,239.43
1071,365,10,2,23.35
1815,621,65,4,243.76
4915,1644,92,3,352.2
5694,1906,115,6,218.64
150,51,75,2,462.48
3451,1168,15,3,86.15
1998,683,59,3,312.08
5276,1759,54,2,101.07
827,286,53,1,346.07
6316,2110,36,2,338.33
8836,2926,95,5,420.48
8258,2736,66,6,273.4
1082,368,93,3,281.11
5366,1786,120,2,235.38
2146,733,115,4,469.1
4941,1654,45,5,73.55
7977,2650,21,6,210.83
5676,1899,99,1,66.43
3874,1298,120,3,60.03
5535,1851,30,3,9.56
3846,1289,103,3,200.21
987,337,97,6,353.0
4554,1522,59,3,152.08
3124,1053,23,1,375.73
4629,1546,86,4,44.48
8153,2701,12,2,209.74
7933,2634,45,6,477.02
8627,2858,80,3,48.99
4163,1390,120,4,387.91
4948,1657,57,5,413.84
95,32,80,4,375.23
3472,1175,86,3,366.08
8864,2934,60,2,136.29
4790,1600,31,2,106.34
6337,2115,25,6,278.1
172,58,32,1,208.24
3985,1332,13,4,213.65
8780,2906,4,6,466.26
2658,895,115,6,311.55
4836,1615,45,3,4.58
5600,1873,57,6,496.59
7588,2525,20,5,26.0
1679,571,28,5,455.11
5753,1922,29,4,78.42
3362,1136,47,5,36.91
4027,1344,112,6,121.12
3128,1054,119,1,416.84
3719,1248,21,1,357.06
8871,2936,64,2,367.98
5905,1966,37,1,197.88
6272,2094,96,6,146.58
8567,2839,1,2,271.95
7247,2415,110,3,338.12
7727,2568,82,2,204.88
8869,2935,92,4,59.44
1817,622,21,3,292.01
7566,2519,86,3,263.12
2196,751,23,4,30.12
3851,1290,64,2,401.57
1896,647,84,6,20.18
6521,2176,29,6,249.91
4165,1390,59,4,170.05
6492,2167,52,2,370.5
6,3,39,3,244.62
2283,782,77,6,123.64
4677,1563,103,4,475.46
5310,1770,65,6,213.51
2171,742,36,6,447.36
4313,1438,1,4,272.04
5351,1782,56,5,45.32
5458,1822,99,3,144.2
1772,604,59,3,176.25
4695,1568,93,6,209.32
8854,2932,117,4,92.38
8659,2867,107,6,166.72
2043,698,45,1,294.4
2346,798,18,3,126.93
2736,923,46,4,162.71
600,210,31,1,174.85
6421,2138,102,6,346.9
286,98,19,3,382.51
2665,897,114,6,245.23
7722,2566,41,3,101.66
1667,566,3,6,467.77
1440,492,117,1,485.76
4613,1539,80,3,470.22
5908,1967,19,2,38.82
7522,2506,118,3,7.6
7882,2618,17,5,138.14
5522,1846,11,4,161.65
7491,2497,110,6,5.9
3005,1010,8,1,381.99
5041,1689,37,4,30.32
8803,2912,101,5,109.42
4437,1481,72,2,275.76
5378,1792,45,6,262.59
2610,879,77,4,383.52
7565,2518,118,5,444.14
854,295,91,6,138.04
2725,920,3,6,187.92
391,135,8,5,408.51
8264,2739,22,5,122.06
5457,1821,23,4,223.02
3145,1058,19,6,186.56
8826,2923,58,6,132.04
4100,1368,113,4,369.23
7915,2628,86,4,23.12
8150,2701,75,4,412.14
1770,603,71,6,81.7
206,70,73,5,112.79
2000,684,96,4,484.4
6646,2220,70,3,19.17
4259,1421,120,1,418.32
941,321,114,5,395.91
1521,517,102,1,155.14
7747,2575,101,5,488.93
5892,1963,115,3,436.24
202,68,31,3,111.24
8437,2796,44,2,457.09
457,157,2,2,154.9
8472,2809,50,1,419.41
4636,1548,78,4,237.79
5011,1677,57,5,499.86
6941,2316,12,6,97.45
447,153,19,3,55.6
7313,2437,51,5,476.18
7056,2351,98,5,433.13
5735,1918,105,1,74.31
7981,2651,6,5,376.94
3343,1130,78,2,373.6
8065,2674,37,6,369.57
3989,1333,40,6,47.67
2049,699,51,6,489.74
4566,1525,2,3,120.46
8477,2810,43,3,442.46
1598,546,54,2,298.67
8059,2671,3,6,441.5
2009,686,16,1,218.39
6811,2273,18,4,176.61
6638,2217,88,5,470.56
6663,2224,32,6,257.18
504,175,25,4,394.24
3553,1203,26,5,314.58
1891,645,88,5,89.89
1962,671,19,1,220.6
4787,1598,76,3,87.82
2885,972,74,4,128.69
434,150,80,3,83.13
6644,2220,99,6,198.59
3835,1286,70,6,437.77
4935,1652,49,4,66.68
8535,2830,12,2,111.24
6437,2145,63,6,251.13
7299,2431,107,1,382.71
2788,940,3,6,114.78
3391,1146,120,6,120.68
6885,2295,117,3,320.75
4538,1516,104,1,311.25
8350,2767,52,3,169.59
2408,818,90,4,282.19
8318,2757,22,2,158.42
530,183,91,1,458.59
1406,479,79,2,289.58
8063,2673,116,5,297.53
2108,719,19,2,225.97
692,240,36,5,71.33
8054,2670,97,3,39.04
4421,1475,103,2,23.48
3444,1167,94,4,142.2
8949,2961,2,1,392.26
6966,2322,26,3,479.75
5862,1952,112,2,242.43
2958,993,6,6,21.22
7431,2475,14,6,212.42
7373,2456,45,4,211.26
1408,479,75,3,135.21
3841,1288,118,1,252.27
2187,747,76,6,126.66
911,311,114,1,94.32
4717,1576,67,4,431.46
743,257,78,4,251.98
7743,2574,13,6,137.26
2586,870,9,6,237.84
8008,2658,70,3,83.59
5929,1973,96,6,466.13
8791,2908,81,4,302.01
569,199,32,1,220.08
1547,529,27,4,226.3
8464,2806,30,5,449.95
3727,1249,94,5,60.37
725,251,118,6,126.55
142,48,119,4,366.41
6238,2083,16,1,257.65
6370,2124,102,5,368.47
4847,1618,24,4,180.97
2571,866,17,6,367.7
8037,2665,31,6,23.48
3892,1305,60,3,122.2
4246,1418,23,1,90.56
8104,2687,17,5,278.5
8432,2794,26,3,321.13
3456,1170,73,2,278.4
2770,934,7,5,435.73
5840,1947,26,6,262.06
8991,2974,21,4,95.91
6667,2225,79,3,259.95
35,11,1,5,96.88
6849,2283,47,4,369.78
752,260,81,2,177.8
8652,2866,15,3,184.12
5111,1710,37,6,221.59
8772,2902,13,1,92.98
1507,513,89,4,71.62
374,129,87,6,319.1
7272,2423,49,4,214.54
8865,2934,15,3,297.08
916,313,10,2,290.26
6964,2321,14,3,378.36
32,10,98,4,467.58
6546,2187,80,4,43.57
6718,2240,72,2,59.31
4706,1572,44,1,199.14
6880,2294,43,3,40.74
4114,1373,119,4,300.49
3046,1027,29,4,240.9
8930,2955,27,6,239.33
2325,792,110,4,402.0
2020,692,102,5,225.14
8220,2724,78,4,419.17
2166,740,25,1,451.26
476,162,120,5,494.38
4950,1657,72,3,154.6
3183,1075,27,3,24.99
5597,1872,119,2,223.97
8148,2700,5,5,452.31
3492,1182,20,4,242.26
873,300,101,5,399.35
5733,1918,118,6,446.17
7729,2568,7,6,47.12
106,35,103,2,370.65
1213,410,37,1,476.43
6352,2119,117,1,78.2
196,66,40,1,498.19
6436,2145,116,6,477.45
6381,2127,79,6,205.05
8971,2969,61,1,406.34
2754,928,54,1,68.18
4289,1430,30,3,291.98
30,10,31,2,346.03
1049,357,35,1,186.83
1487,506,115,2,488.63
2806,946,74,4,314.36
7345,2447,77,1,88.49
2007,686,110,5,124.96
9016,2983,42,5,327.37
3519,1192,92,6,245.99
5234,1747,109,5,91.07
6812,2273,107,6,252.07
3730,1250,22,3,227.76
4192,1399,33,5,325.15
9071,2999,103,6,191.81
3194,1080,63,1,92.31
5564,1860,68,3,91.76
277,96,19,2,224.02
1509,514,2,2,369.29
6759,2257,29,3,333.33
1977,676,4,6,175.85
5839,1946,98,6,335.19
8423,2792,108,3,178.24
3543,1199,82,3,50.93
5613,1878,29,6,363.26
7124,2376,120,5,400.9
3071,1037,78,1,107.14
6805,2272,36,5,299.43
5292,1764,74,1,159.89
8849,2930,17,6,127.97
723,250,74,6,30.63
6273,2095,104,1,395.88
744,257,10,6,110.24
8156,2702,69,5,362.33
4639,1550,92,5,232.4
3641,1226,98,6,330.22
6117,2043,75,3,122.44
8572,2840,27,5,317.98
6800,2270,112,2,321.46
4731,1581,48,2,421.54
4985,1669,16,4,138.51
231,78,48,1,44.25
8630,2859,33,4,101.48
2535,854,14,1,355.45
8119,2690,87,1,401.46
3656,1230,59,5,394.99
8815,2918,120,3,175.27
7146,2382,95,2,409.0
1409,479,110,6,297.72
687,238,118,4,103.88
3686,1238,90,3,442.95
1672,568,21,1,41.16
776,267,39,1,74.94
5557,1857,85,3,84.37
4893,1637,36,1,466.04
5598,1872,68,6,431.93
6653,2222,67,2,263.43
6469,2159,48,2,51.09
3633,1224,60,5,422.14
5536,1851,117,2,64.3
1690,574,100,2,23.28
977,333,67,2,315.35
7665,2550,45,1,177.19
1043,355,54,2,459.91
3693,1240,67,2,321.58
7839,2604,57,2,173.42
3349,1131,29,1,121.56
8726,2888,48,4,298.97
5317,1773,39,5,447.17
1042,355,96,3,499.47
3012,1013,24,3,426.16
774,267,68,3,244.5
885,303,79,6,327.78
2249,768,74,6,424.65
7669,2551,31,3,273.93
4253,1419,4,1,246.63
4459,1488,40,4,470.99
163,55,107,4,417.92
741,256,53,1,336.66
1932,661,107,5,117.33
3175,1073,24,3,62.55
5187,1733,9,6,494.56
365,125,85,3,328.49
1210,408,70,5,359.32
8145,2699,3,2,372.45
4148,1383,113,3,3.4
5464,1824,84,2,395.26
635,222,32,3,135.68
1496,509,56,3,152.41
4254,1419,61,2,244.97
6641,2218,101,3,89.24
7274,2424,100,6,166.65
4316,1440,59,3,481.82
3443,1167,27,6,67.74
7449,2482,101,1,137.53
6965,2321,39,1,307.34
3587,1212,19,1,247.1
3692,1240,11,1,86.32
2993,1006,7,5,381.53
307,108,102,4,460.17
2943,988,78,5,413.42
5014,1678,100,6,69.67
4090,1364,36,6,201.33
1470,500,18,4,34.15
490,170,5,3,30.68
5371,1788,58,4,498.51
8728,2889,14,3,237.55
1785,609,36,4,329.44
4177,1394,106,3,201.05
2459,831,8,2,81.45
7922,2630,81,6,393.63
2937,986,5,2,347.99
4400,1468,92,2,360.88
4549,1521,12,3,282.08
4738,1584,64,4,167.31
3395,1148,27,6,45.96
573,201,21,6,312.46
5193,1734,57,3,310.66
5725,1915,36,5,162.35
1251,426,33,6,20.93
8040,2666,103,5,239.55
9006,2979,13,5,447.26
4057,1353,85,3,35.33
14,6,6,6,279.75
4989,1671,10,6,162.22
5837,1946,29,6,98.48
7786,2587,57,1,256.61
5679,1900,24,3,437.67
4377,1460,29,5,240.85
2335,795,93,6,373.69
1055,360,44,3,338.26
4945,1655,57,2,378.92
4671,1561,77,6,68.13
5181,1732,24,2,38.96
542,188,8,6,43.77
7227,2409,77,6,204.94
3359,1136,19,4,421.79
377,130,85,1,139.56
4184,1396,14,6,441.19
5796,1935,16,6,160.45
830,287,69,6,403.11
568,199,21,2,359.3
1844,630,54,3,492.27
1984,679,86,4,213.29
5889,1962,106,1,173.44
5248,1750,21,1,438.91
3479,1177,61,3,400.7
4819,1609,21,6,305.33
6296,2103,110,5,462.04
8116,2689,53,2,225.89
5087,1702,82,5,277.57
8495,2815,50,1,276.24
5108,1710,67,6,458.64
4069,1356,112,6,314.71
3688,1239,25,5,161.64
1779,607,116,3,282.56
6672,2226,25,1,450.33
5449,1819,21,3,466.31
3615,1219,84,4,202.81
2319,790,64,6,279.0
957,325,64,2,7.3
1695,575,58,6,149.18
4809,1606,101,6,80.3
2183,745,86,4,398.66
2555,860,31,2,50.71
5106,1709,3,4,447.49
1401,477,104,3,418.74
4825,1611,68,4,135.16
2741,925,43,5,157.42
7925,2631,109,3,481.48
6102,2038,28,4,77.99
3280,1108,9,4,232.27
4411,1472,29,5,424.72
8637,2861,49,3,310.56
5667,1895,28,6,491.01
4088,1363,109,1,336.74
6794,2268,116,5,264.17
5738,1919,7,4,206.32
5423,1811,93,1,249.18
8966,2967,32,2,412.26
6044,2017,76,5,401.17
1895,646,106,6,251.31
6299,2104,79,4,400.24
5406,1804,86,5,82.3
2252,769,31,1,330.87
1324,454,60,2,383.95
369,126,77,5,18.74
8398,2783,110,6,143.83
2897,976,66,2,69.5
5231,1746,75,1,486.79
253,89,118,4,487.1
8006,2658,47,2,316.76
8944,2959,108,4,115.57
4414,1473,64,4,75.67
3735,1251,22,4,196.73
4980,1667,51,2,38.07
6114,2043,61,6,38.48
2086,713,4,6,283.15
3612,1218,45,3,464.19
2036,695,73,4,278.32
426,148,73,5,451.49
8217,2724,35,2,182.01
8611,2851,115,2,86.98
2688,906,62,2,310.07
4674,1562,74,5,233.52
8188,2714,57,3,410.16
127,43,69,6,319.55
7279,2425,72,4,366.76
1658,564,119,1,340.96
7901,2625,8,6,482.42
8543,2833,15,2,36.58
8204,2719,93,4,338.01
5819,1941,71,6,389.49
6675,2228,6,5,86.07
3422,1155,85,6,31.5
799,275,41,3,298.97
9015,2982,33,6,208.14
6573,2197,70,6,253.43
7255,2417,88,6,461.89
6039,2014,105,5,142.9
5080,1700,53,6,366.94
7394,2462,7,3,35.3
1355,464,18,6,123.25
4185,1396,42,2,448.15
7617,2534,82,2,298.03
3685,1238,12,4,185.49
2391,813,106,6,431.46
5982,1993,3,1,122.19
3099,1046,23,3,482.72
6015,2006,37,3,201.68
5670,1897,82,1,181.3
974,332,103,2,313.9
5595,1871,87,2,391.56
5313,1771,30,1,127.98
7946,2638,92,4,128.6
2769,933,117,1,469.83
6743,2251,59,6,412.41
1185,399,40,1,227.95
6267,2091,20,4,101.93
4792,1602,96,6,183.66
4644,1552,101,4,446.61
266,93,48,2,245.46
7054,2350,75,5,473.09
3962,1325,51,5,380.81
4744,1586,31,4,348.27
2693,908,1,6,373.91
846,293,66,2,400.29
2143,732,23,2,393.96
6199,2069,8,6,192.99
4630,1546,29,5,338.58
4984,1669,81,3,274.46
7528,2508,53,2,128.99
306,107,93,6,229.97
4960,1661,40,4,82.91
512,177,11,6,125.02
806,278,95,6,416.24
8784,2907,53,5,457.55
3250,1099,26,6,30.94
1115,378,67,6,107.98
2916,980,3,2,346.03
6124,2045,103,6,30.77
3697,1241,44,1,177.93
7717,2564,58,4,82.73
6936,2314,74,5,61.45
6725,2243,90,1,100.4
7063,2354,17,5,196.82
5091,1703,114,6,378.49
2393,814,66,2,426.27
8904,2946,11,5,254.08
1778,606,81,6,412.97
8374,2776,77,3,283.85
9063,2997,109,3,144.7
5888,1962,38,5,441.0
575,201,57,1,420.0
103,35,78,2,139.63
6527,2180,117,1,290.75
4796,1602,39,3,373.99
7023,2341,17,6,155.12
469,161,73,1,313.68
257,91,81,6,215.51
1843,629,8,3,108.54
3091,1044,43,6,328.85
4045,1348,77,3,402.19
6228,2081,65,6,218.54
6919,2309,61,6,204.55
8257,2736,33,6,461.63
588,206,95,6,79.32
500,173,29,4,152.82
4601,1536,70,5,290.26
5881,1960,104,5,63.91
8872,2936,109,3,413.98
3743,1253,46,4,253.07
5403,1803,53,1,243.52
2551,859,12,6,5.08
7611,2532,84,4,257.26
7144,2382,81,3,255.85
645,227,95,5,288.21
8382,2779,87,4,375.0
139,46,6,5,163.72
8957,2964,109,2,59.54
4029,1345,115,1,291.4
8947,2961,99,2,401.23
6552,2188,62,6,79.46
3631,1223,66,6,188.19
3120,1052,17,4,498.13
3420,1154,105,5,360.01
7167,2389,95,5,70.42
5565,1861,13,4,33.23
1287,438,98,4,466.84
2896,975,50,6,234.22
6021,2008,17,4,470.15
1300,445,120,3,288.49
6028,2009,47,2,390.34
